ID,Name,Equip ID,Value,Material ID,Event Flag,QWC ID,Quantity,Shop Type,Equip Type,Value (SAN),Price Rate
130185,[Orbeck - Spells - Crystal Scroll] Crystal Magic Weapon,1312000,-1,-1,-1,70000203,-1,0,3,-1,1
140000,[Cornyx - Shop] Pyromancer Crown,28000000,-1,-1,-1,-1,-1,0,1,-1,1
140001,[Cornyx - Shop] Pyromancer Garb,28001000,-1,-1,-1,-1,-1,0,1,-1,1
140002,[Cornyx - Shop] Pyromancer Wrap,28002000,-1,-1,-1,-1,-1,0,1,-1,1
140003,[Cornyx - Shop] Pyromancer Trousers,28003000,-1,-1,-1,-1,-1,0,1,-1,1
140004,[Cornyx - Shop] Rouge Water,805,-1,-1,-1,-1,-1,0,3,-1,1
140100,[Cornyx - Spells] Fireball,2400000,-1,-1,-1,-1,-1,0,3,-1,1
140101,[Cornyx - Spells] Fire Orb,2402000,-1,-1,-1,-1,-1,0,3,-1,1
140102,[Cornyx - Spells] Flame Fan,2458000,-1,-1,-1,-1,-1,0,3,-1,1
140103,[Cornyx - Spells] Firestorm,2403000,-1,-1,-1,-1,-1,0,3,-1,1
140104,[Cornyx - Spells] Profuse Sweat,2562000,-1,-1,-1,-1,-1,0,3,-1,1
140120,[Cornyx - Spells - Great Swamp] Fire Surge,2405000,-1,-1,-1,70000250,-1,0,3,-1,1
140121,[Cornyx - Spells - Great Swamp] Great Combustion,2411000,-1,-1,-1,70000250,-1,0,3,-1,1
140122,[Cornyx - Spells - Great Swamp] Flash Sweat,2431000,-1,-1,-1,70000250,-1,0,3,-1,1
140123,[Cornyx - Spells - Great Swamp] Poison Mist,2420000,-1,-1,-1,70000250,-1,0,3,-1,1
140140,[Cornyx - Spells - Carthus] Toxic Mist,2421000,-1,-1,-1,70000251,-1,0,3,-1,1
140141,[Cornyx - Spells - Carthus] Iron Flesh,2430000,-1,-1,-1,70000251,-1,0,3,-1,1
140142,[Cornyx - Spells - Carthus] Carthus Flame Arc,2435000,-1,-1,-1,70000251,-1,0,3,-1,1
140143,[Cornyx - Spells - Carthus] Carthus Beacon,2650000,-1,-1,-1,70000251,-1,0,3,-1,1
140160,[Cornyx - Spells - Izalith] Floating Chaos,2457000,-1,-1,-1,70000252,-1,0,3,-1,1
140161,[Cornyx - Spells - Izalith] Bursting Fireball,2620000,-1,-1,-1,70000252,-1,0,3,-1,1
140162,[Cornyx - Spells - Izalith] Great Chaos Fire Orb,2450000,-1,-1,-1,70000252,-1,0,3,-1,1
140163,[Cornyx - Spells - Izalith] Chaos Storm,2451000,-1,-1,-1,70000252,-1,0,3,-1,1
140180,[Cornyx - Spells - Quelana] Power Within,2440000,-1,-1,-1,70000300,-1,0,3,-1,1
140181,[Cornyx - Spells - Quelana] Seething Chaos,2660000,-1,-1,-1,70000300,-1,0,3,-1,1
140182,[Cornyx - Spells - Quelana] Fire Whip,2452000,-1,-1,-1,70000300,-1,0,3,-1,1
140183,[Cornyx - Spells - Quelana] Rapport,2436000,-1,-1,-1,70000300,-1,0,3,-1,1
140184,[Cornyx - Spells - Quelana] Sacred Flame,2640000,-1,-1,-1,70000300,-1,0,3,-1,1
140200,[Cornyx - Spells - Profaned] Profaned Flame,2455000,-1,-1,-1,70000253,-1,0,3,-1,1
140201,[Cornyx - Spells - Profaned] Earthfall,2710000,-1,-1,-1,70000253,-1,0,3,-1,1
140202,[Cornyx - Spells - Profaned] Heave Earth,2711000,-1,-1,-1,70000253,-1,0,3,-1,1
140203,[Cornyx - Spells - Profaned] Earthquake,2712000,-1,-1,-1,70000253,-1,0,3,-1,1
140204,[Cornyx - Spells - Profaned] Acid Surge,2422000,-1,-1,-1,70000253,-1,0,3,-1,1
150100,[Karla - Spells] Deep Barb,4100000,-1,-1,-1,-1,-1,0,3,-1,1
150101,[Karla - Spells] Dark Edge,4104000,-1,-1,-1,-1,-1,0,3,-1,1
150102,[Karla - Spells] Deep Soul,4101000,-1,-1,-1,-1,-1,0,3,-1,1
150103,[Karla - Spells] Black Fireball,4201000,-1,-1,-1,-1,-1,0,3,-1,1
150104,[Karla - Spells] Nibble,4301000,-1,-1,-1,-1,-1,0,3,-1,1
150105,[Karla - Spells] Gnaw,4302000,-1,-1,-1,-1,-1,0,3,-1,1
150120,[Karla - Spells - Accursed Scoll] Affinity,4113000,-1,-1,-1,70000305,-1,0,3,-1,1
150121,[Karla - Spells - Accursed Scoll] Numbness,4116000,-1,-1,-1,70000305,-1,0,3,-1,1
150122,[Karla - Spells - Accursed Scoll] Surging Deep,4107000,-1,-1,-1,70000305,-1,0,3,-1,1
150123,[Karla - Spells - Accursed Scoll] Whisper of Despair,4114000,-1,-1,-1,70000305,-1,0,3,-1,1
150140,[Karla - Spells - Writhing Tome] Great Deep Soul,4102000,-1,-1,-1,70000306,-1,0,3,-1,1
150141,[Karla - Spells - Writhing Tome] Yearning Dregs,4109000,-1,-1,-1,70000306,-1,0,3,-1,1
150142,[Karla - Spells - Writhing Tome] Writhing Deep,4111000,-1,-1,-1,70000306,-1,0,3,-1,1
150144,[Karla - Spells - Writhing Tome] Abyssal Edge,4105000,-1,-1,-1,70000306,-1,0,3,-1,1
150160,[Karla - Spells - Abyssal Tome] Repel,4115000,-1,-1,-1,70000307,-1,0,3,-1,1
150161,[Karla - Spells - Abyssal Tome] Climax,4112000,-1,-1,-1,70000307,-1,0,3,-1,1
150162,[Karla - Spells - Abyssal Tome] Cascading Deep,4108000,-1,-1,-1,70000307,-1,0,3,-1,1
150163,[Karla - Spells - Abyssal Tome] Great Soul Dregs,4103000,-1,-1,-1,70000307,-1,0,3,-1,1
150180,[Karla - Spells - Grave Warden] Black Flame,4205000,-1,-1,-1,70000301,-1,0,3,-1,1
150181,[Karla - Spells - Grave Warden] Dark Dance,4207000,-1,-1,-1,70000301,-1,0,3,-1,1
150182,[Karla - Spells - Grave Warden] Recollection,4208000,-1,-1,-1,70000301,-1,0,3,-1,1
150183,[Karla - Spells - Grave Warden] Black Fire Scatter,4204000,-1,-1,-1,70000301,-1,0,3,-1,1
150184,[Karla - Spells - Grave Warden] Black Fire Orb,4202000,-1,-1,-1,70000301,-1,0,3,-1,1
150201,[Karla - Spells - Deep] Dorhys' Gnawing,4303000,-1,-1,-1,70000302,-1,0,3,-1,1
150202,[Karla - Spells - Deep] Devouring Swarm,4304000,-1,-1,-1,70000302,-1,0,3,-1,1
150203,[Karla - Spells - Deep] Vow of Agony,4307000,-1,-1,-1,70000302,-1,0,3,-1,1
150220,[Karla - Spells - Londor] Vow of Silence,4309000,-1,-1,-1,70000303,-1,0,3,-1,1
150221,[Karla - Spells - Londor] Dark Blade,4310000,-1,-1,-1,70000303,-1,0,3,-1,1
150222,[Karla - Spells - Londor] Dead Again,4311000,-1,-1,-1,70000303,-1,0,3,-1,1
150223,[Karla - Spells - Londor] Deep Protection,4305000,-1,-1,-1,70000303,-1,0,3,-1,1
160000,[Irina - Shop] Saint's Ring,20310,-1,-1,-1,-1,-1,0,2,-1,1
160001,[Irina - Shop] Lifegem,800,-1,-1,-1,-1,-1,0,3,-1,1
160002,[Irina - Shop] Radiant Lifegem,801,-1,-1,-1,-1,-1,0,3,-1,1
160100,[Irina - Spells] Homeward,3521000,-1,-1,-1,-1,-1,0,3,-1,1
160101,[Irina - Spells] Heal Aid,3490000,-1,-1,-1,-1,-1,0,3,-1,1
160102,[Irina - Spells] Lightning Arrow,3509000,-1,-1,-1,-1,-1,0,3,-1,1
160103,[Irina - Spells] Way of White Corona,3556000,-1,-1,-1,-1,-1,0,3,-1,1
160104,[Irina - Spells] Force,3530000,-1,-1,-1,-1,-1,0,3,-1,1
160120,[Irina - Spells - Carim] Heal,3500000,-1,-1,-1,70000350,-1,0,3,-1,1
160121,[Irina - Spells - Carim] Replenishment,3504000,-1,-1,-1,70000350,-1,0,3,-1,1
160122,[Irina - Spells - Carim] Caressing Tears,3508000,-1,-1,-1,70000350,-1,0,3,-1,1
160140,[Irina - Spells - Heavenly] Lightning Spear,3550000,-1,-1,-1,70000357,-1,0,3,-1,1
160141,[Irina - Spells - Heavenly] Magic Barrier,3560000,-1,-1,-1,70000357,-1,0,3,-1,1
160142,[Irina - Spells - Heavenly] Lightning Blade,3590000,-1,-1,-1,70000357,-1,0,3,-1,1
160143,[Irina - Spells - Heavenly] Emit Force,3532000,-1,-1,-1,70000357,-1,0,3,-1,1
160160,[Irina - Spells - Lothric] Med Heal,3501000,-1,-1,-1,70000351,-1,0,3,-1,1
160161,[Irina - Spells - Lothric] Great Magic Barrier,3561000,-1,-1,-1,70000351,-1,0,3,-1,1
160162,[Irina - Spells - Lothric] Bountiful Light,3507000,-1,-1,-1,70000351,-1,0,3,-1,1
160163,[Irina - Spells - Lothric] Blessed Weapon,3760000,-1,-1,-1,70000351,-1,0,3,-1,1
160164,[Irina - Spells - Lothric] Wrath of the Gods,3531000,-1,-1,-1,70000351,-1,0,3,-1,1
160181,[Irina - Spells - Sunlight] Great Lightning Spear,3551000,-1,-1,-1,70000356,-1,0,3,-1,1
160182,[Irina - Spells - Sunlight] Tears of Denial,3520000,-1,-1,-1,70000356,-1,0,3,-1,1
160184,[Irina - Spells - Sunlight] Sacred Oath,3563000,-1,-1,-1,70000356,-1,0,3,-1,1
160185,[Irina - Spells - Sunlight] Great Heal,3502000,-1,-1,-1,70000356,-1,0,3,-1,1
160186,[Irina - Spells - Sunlight] Lightning Stake,3710000,-1,-1,-1,70000356,-1,0,3,-1,1
160200,[Irina - Spells - Angelic] Angelic Barrage,3812000,-1,-1,-1,70000358,-1,0,3,-1,1
160203,[Irina - Spells - Angelic] Divine Pillars of Light,3720000,-1,-1,-1,70000358,-1,0,3,-1,1
200000,[Patches] Parrying Dagger,1020000,-1,-1,-1,-1,-1,0,0,-1,1
200001,[Patches] Shotel,4010000,-1,-1,-1,-1,-1,0,0,-1,1
200002,[Patches] Winged Spear,9010000,-1,-1,-1,-1,-1,0,0,-1,1
200003,[Patches] Black Leather Armor,78001000,-1,-1,-1,-1,-1,0,1,-1,1
200004,[Patches] Black Leather Gloves,78002000,-1,-1,-1,-1,-1,0,1,-1,1
200005,[Patches] Black Leather Boots,78003000,-1,-1,-1,-1,-1,0,1,-1,1
200006,[Patches - Siegward] Catarina Helm,74000000,-1,-1,-1,70000403,-1,0,1,-1,1
200007,[Patches - Siegward] Catarina Armor,74001000,-1,-1,-1,70000403,-1,0,1,-1,1
200008,[Patches - Siegward] Catarina Gauntlets,74002000,-1,-1,-1,70000403,-1,0,1,-1,1
200009,[Patches - Siegward] Catarina Leggings,74003000,-1,-1,-1,70000403,-1,0,1,-1,1
200010,[Patches - Siegward] Pierce Shield,21140000,-1,-1,-1,70000403,-1,0,0,-1,1
200011,[Patches] Alluring Skull,294,-1,-1,-1,-1,-1,0,3,-1,1.6
200012,[Patches] Black Firebomb,297,-1,-1,-1,-1,-1,0,3,-1,1
200013,[Patches] Rope Black Firebomb,302,-1,-1,-1,-1,-1,0,3,-1,1
200014,[Patches] Human Pine Resin,334,-1,-1,-1,-1,-1,0,3,-1,1
200015,[Patches] Rubbish,380,-1,-1,-1,-1,-1,0,3,-1,20
200016,[Patches] Rusted Coin,455,-1,-1,-1,-1,-1,0,3,-1,1
200017,[Patches] Red Bug Pellet,459,-1,-1,-1,-1,-1,0,3,-1,1
200018,[Patches] Poison Arrow,400200,-1,-1,-1,-1,-1,0,0,-1,1
200019,[Patches] Elizabeth Mushroom,803,-1,-1,-1,-1,-1,0,3,-1,2
200100,[Patches] Ember,500,-1,-1,74502110,70000400,15,0,3,-1,0.3
200200,[Patches - Lothric Castle] Hidden Blessing,241,-1,-1,74502120,70000401,10,0,3,-1,0.5
200300,[Patches] Horsehoof Ring,20720,-1,-1,-1,-1,-1,0,2,-1,1
210000,[Domhnall of Zena] Estus Shard,2141,-1,200012,-1,-1,-1,0,3,-1,1
210001,[Domhnall of Zena] Undead Bone Shard,2143,-1,200012,-1,-1,-1,0,3,-1,1
210002,[Domhnall of Zena] Master Key,2100,-1,200010,74503000,-1,1,0,3,-1,1
210003,[Domhnall of Zena] Gold Pine Resin,331,-1,200001,-1,-1,-1,0,3,-1,0.1
210004,[Domhnall of Zena] Divine Blessing,240,-1,200002,-1,-1,1,0,3,-1,0.1
210005,[Domhnall of Zena] Hidden Blessing,241,-1,200002,-1,-1,-1,0,3,-1,0.1
210101,[Domhnall of Zena] Crystal Straight Sword,30610000,-1,200006,-1,-1,-1,0,0,-1,0.25
210102,[Domhnall of Zena] Crystalline Shield,22180000,-1,200006,-1,-1,-1,0,0,-1,0.25
210308,[Domhnall of Zena] Helm of the Wise,99770000,-1,200004,-1,-1,-1,0,1,-1,0.25
210309,[Domhnall of Zena] Armor of the Glorious,99771000,-1,200008,-1,-1,-1,0,1,-1,0.25
210310,[Domhnall of Zena] Gauntlets of the Vanquisher,99772000,-1,200002,-1,-1,-1,0,1,-1,0.25
210311,[Domhnall of Zena] Boots of the Explorer,99773000,-1,200006,-1,-1,-1,0,1,-1,0.25
220000,[Marvelous Chester] Snickering Top Hat,10080000,-1,-1,-1,-1,-1,0,1,-1,1
220001,[Marvelous Chester] Chester's Long Coat,10081000,-1,-1,-1,-1,-1,0,1,-1,1
220002,[Marvelous Chester] Chester's Gloves,10082000,-1,-1,-1,-1,-1,0,1,-1,1
220003,[Marvelous Chester] Chester's Trousers,10083000,-1,-1,-1,-1,-1,0,1,-1,1
220004,[Marvelous Chester] Marvelous Zweihander,30580000,-1,-1,-1,-1,-1,0,0,-1,1
220005,[Marvelous Chester] Green Blossom,260,-1,-1,-1,-1,1,0,3,-1,0.5
220006,[Marvelous Chester] Bloodred Moss Clump,270,-1,-1,-1,-1,1,0,3,-1,0.5
220007,[Marvelous Chester] Purple Moss Clump,271,-1,-1,-1,-1,1,0,3,-1,0.5
220008,[Marvelous Chester] Blooming Purple Moss Clump,272,-1,-1,-1,-1,1,0,3,-1,0.5
220009,[Marvelous Chester] Purging Stone,274,-1,-1,-1,-1,1,0,3,-1,0.5
220010,[Marvelous Chester] Cleansing Pendant,275,-1,-1,-1,-1,1,0,3,-1,0.5
220017,[Marvelous Chester] Undead Hunter Charm,296,-1,-1,-1,-1,1,0,3,-1,0.5
220018,[Marvelous Chester] Alluring Skull,294,-1,-1,-1,-1,1,0,3,-1,0.5
220022,[Marvelous Chester] Standard Arrow,400000,-1,-1,-1,-1,1,0,0,-1,0.5
220023,[Marvelous Chester] Large Arrow,400300,-1,-1,-1,-1,1,0,0,-1,0.5
220024,[Marvelous Chester] Feather Arrow,400400,-1,-1,-1,-1,1,0,0,-1,0.5
220025,[Marvelous Chester] Wood Arrow,400600,-1,-1,-1,-1,1,0,0,-1,0.5
220026,[Marvelous Chester] Draconic Arrow,410300,-1,-1,-1,-1,1,0,0,-1,0.5
220027,[Marvelous Chester] Standard Bolt,404000,-1,-1,-1,-1,1,0,0,-1,0.5
220028,[Marvelous Chester] Heavy Bolt,404100,-1,-1,-1,-1,1,0,0,-1,0.5
220029,[Marvelous Chester] Sniper Bolt,404200,-1,-1,-1,-1,1,0,0,-1,0.5
220030,[Marvelous Chester] Draconic Bolt,414100,-1,-1,-1,-1,1,0,0,-1,0.5
230000,[Crestfallen Merchant] Steel Helm,99710000,-1,-1,-1,-1,-1,0,1,-1,1
230001,[Crestfallen Merchant] Steel Armor,99711000,-1,-1,-1,-1,-1,0,1,-1,1
230002,[Crestfallen Merchant] Steel Gauntlets,99712000,-1,-1,-1,-1,-1,0,1,-1,1
230003,[Crestfallen Merchant] Steel Leggings,99713000,-1,-1,-1,-1,-1,0,1,-1,1
230004,[Crestfallen Merchant] Greatsword,6050000,-1,-1,-1,-1,-1,0,0,-1,1
230005,[Crestfallen Merchant] Greataxe,7050000,-1,-1,-1,-1,-1,0,0,-1,1
230006,[Crestfallen Merchant] Black Firebomb,297,-1,-1,-1,-1,1,0,3,-1,0.5
230007,[Crestfallen Merchant] Green Blossom,260,-1,-1,-1,-1,1,0,3,-1,0.5
230008,[Crestfallen Merchant] Charcoal Pine Bundle,340,-1,-1,-1,-1,1,0,3,-1,0.5
230009,[Crestfallen Merchant] Charcoal Pine Resin,330,-1,-1,-1,-1,1,0,3,-1,0.5
230010,[Crestfallen Merchant] Titanite Shard,1000,-1,-1,-1,-1,1,0,3,-1,0.5
230011,[Crestfallen Merchant] Large Titanite Shard,1001,-1,-1,-1,-1,1,0,3,-1,0.5
230012,[Crestfallen Merchant] Titanite Scale,1020,-1,-1,-1,-1,1,0,3,-1,0.5
240000,[Grave Warden Lillian] Deep Barb,4100000,-1,-1,-1,-1,-1,0,3,-1,1
240001,[Grave Warden Lillian] Dark Edge,4104000,-1,-1,-1,-1,-1,0,3,-1,1
240002,[Grave Warden Lillian] Deep Soul,4101000,-1,-1,-1,-1,-1,0,3,-1,1
240003,[Grave Warden Lillian] Black Fireball,4201000,-1,-1,-1,-1,-1,0,3,-1,1
240004,[Grave Warden Lillian] Nibble,4301000,-1,-1,-1,-1,-1,0,3,-1,1
240005,[Grave Warden Lillian] Gnaw,4302000,-1,-1,-1,-1,-1,0,3,-1,1
240006,[Grave Warden Lillian] Great Deep Soul,4102000,-1,-1,-1,-1,-1,0,3,-1,2
240007,[Grave Warden Lillian] Cascading Deep,4108000,-1,-1,-1,-1,-1,0,3,-1,2
240008,[Grave Warden Lillian] Black Fire Scatter,4204000,-1,-1,-1,-1,-1,0,3,-1,2
240009,[Grave Warden Lillian] Dead Again,4311000,-1,-1,-1,-1,-1,0,3,-1,2
250000,[Alchemist Jiji - Odds and Ends] Cleansing Potion,3041,100,-1,-1,-1,-1,0,3,-1,1
250001,[Alchemist Jiji - Odds and Ends] Devil's Trumpet,4017,-1,-1,-1,-1,-1,0,3,-1,1
250002,[Alchemist Jiji - Odds and Ends] Moonflower,4018,-1,-1,-1,-1,-1,0,3,-1,1
250003,[Alchemist Jiji - Odds and Ends] Henbane,4019,-1,-1,-1,-1,-1,0,3,-1,1
250004,[Alchemist Jiji - Odds and Ends] Rattling Skull,3050,2000,-1,-1,-1,-1,0,3,-1,1
250005,[Alchemist Jiji - Odds and Ends] Rattling Finger,3026,2000,-1,-1,-1,-1,0,3,-1,1
250006,[Alchemist Jiji - Odds and Ends] Murky Skull,3051,2000,-1,-1,-1,-1,0,3,-1,1
250007,[Alchemist Jiji - Odds and Ends] Murky Finger,3027,2000,-1,-1,-1,-1,0,3,-1,1
250008,[Alchemist Jiji - Odds and Ends] Demonic Skull,3047,2000,-1,-1,-1,-1,0,3,-1,1
250009,[Alchemist Jiji - Odds and Ends] Demonic Claw,3042,2000,-1,-1,-1,-1,0,3,-1,1
250010,[Alchemist Jiji - Odds and Ends] Forgotten Seal,3046,2000,-1,-1,-1,-1,0,3,-1,1
250011,[Alchemist Jiji - Odds and Ends] Forgotten Tablet,3043,2000,-1,-1,-1,-1,0,3,-1,1
250012,[Alchemist Jiji - Odds and Ends] Hunter's Mark,3048,2000,-1,-1,-1,-1,0,3,-1,1
250013,[Alchemist Jiji - Odds and Ends] Hunter's Emblem,3049,2000,-1,-1,-1,-1,0,3,-1,1
250100,[Alchemist Jiji - Elixirs] Elixir of Deceit,3040,1000,-1,-1,-1,-1,0,3,-1,1
250101,[Alchemist Jiji - Elixirs] Elixir of Cooperation,3039,1000,-1,-1,-1,-1,0,3,-1,1
250103,[Alchemist Jiji - Elixirs] Psychedelic Elixir,3030,1000,-1,-1,-1,-1,0,3,-1,1
250104,[Alchemist Jiji - Elixirs] Darkmoon Elixir,3031,1000,-1,-1,-1,-1,0,3,-1,1
250105,[Alchemist Jiji - Elixirs] Holy Elixir,3032,1000,-1,-1,-1,-1,0,3,-1,1
250106,[Alchemist Jiji - Elixirs] Earthen Elixir,3033,1000,-1,-1,-1,-1,0,3,-1,1
250107,[Alchemist Jiji - Elixirs] Abyssal Elixir,3034,1000,-1,-1,-1,-1,0,3,-1,1
250108,[Alchemist Jiji - Elixirs] Sunlight Elixir,3035,1000,-1,-1,-1,-1,0,3,-1,1
250109,[Alchemist Jiji - Elixirs] Maddening Elixir,3036,1000,-1,-1,-1,-1,0,3,-1,1
250110,[Alchemist Jiji - Elixirs] Bloody Elixir,3037,1000,-1,-1,-1,-1,0,3,-1,1
250111,[Alchemist Jiji - Elixirs] Demonic Elixir,3038,1000,-1,-1,-1,-1,0,3,-1,1
250112,[Alchemist Jiji - Elixirs] Elixir of Ghosts,3028,1000,-1,-1,-1,-1,0,3,-1,1
250113,[Alchemist Jiji - Elixirs] Elixir of Hollowing,3029,1000,-1,-1,-1,-1,0,3,-1,1
250200,[Alchemist Jiji] Havel's Emblem,10000,250,-1,-1,-1,1,0,3,-1,1
250201,[Alchemist Jiji] Havel's Emblem,10001,250,-1,-1,-1,1,0,3,-1,1
250202,[Alchemist Jiji] Giant-horn Insignia,10010,250,-1,-1,-1,1,0,3,-1,1
250203,[Alchemist Jiji] Fang Boar Insignia,10020,250,-1,-1,-1,1,0,3,-1,1
250204,[Alchemist Jiji] Golem Insignia,10030,250,-1,-1,-1,1,0,3,-1,1
250205,[Alchemist Jiji] Golem Emblem,10031,250,-1,-1,-1,1,0,3,-1,1
250206,[Alchemist Jiji] Giant Insignia,10040,250,-1,-1,-1,1,0,3,-1,1
250207,[Alchemist Jiji] Giant Emblem,10041,250,-1,-1,-1,1,0,3,-1,1
250208,[Alchemist Jiji] Pursuer's Insignia,10050,250,-1,-1,-1,1,0,3,-1,1
250209,[Alchemist Jiji] Pursuer's Emblem,10051,250,-1,-1,-1,1,0,3,-1,1
250210,[Alchemist Jiji] Smough's Insignia,10060,250,-1,-1,-1,1,0,3,-1,1
250211,[Alchemist Jiji] Smough's Emblem,10061,250,-1,-1,-1,1,0,3,-1,1
250212,[Alchemist Jiji] Gundyr's Insignia,10070,250,-1,-1,-1,1,0,3,-1,1
250213,[Alchemist Jiji] Gundyr's Emblem,10071,250,-1,-1,-1,1,0,3,-1,1
250214,[Alchemist Jiji] Brushwood Insignia,10080,250,-1,-1,-1,1,0,3,-1,1
250215,[Alchemist Jiji] Brushwood Emblem,10081,250,-1,-1,-1,1,0,3,-1,1
250216,[Alchemist Jiji] Winged Knight Insignia,10090,250,-1,-1,-1,1,0,3,-1,1
250217,[Alchemist Jiji] Winged Knight Emblem,10091,250,-1,-1,-1,1,0,3,-1,1
250218,[Alchemist Jiji] Snail Shell Insignia,10100,250,-1,-1,-1,1,0,3,-1,1
250219,[Alchemist Jiji] Millwood Knight Insignia,10110,250,-1,-1,-1,1,0,3,-1,1
250220,[Alchemist Jiji] Millwood Knight Emblem,10111,250,-1,-1,-1,1,0,3,-1,1
250221,[Alchemist Jiji] Mirror Knight Insignia,10120,250,-1,-1,-1,1,0,3,-1,1
250222,[Alchemist Jiji] Mirror Knight Emblem,10121,250,-1,-1,-1,1,0,3,-1,1
250223,[Alchemist Jiji] Dragonrider Insignia,10130,250,-1,-1,-1,1,0,3,-1,1
250224,[Alchemist Jiji] Dragonrider Emblem,10131,250,-1,-1,-1,1,0,3,-1,1
250225,[Alchemist Jiji] Catarina Insignia,10140,250,-1,-1,-1,1,0,3,-1,1
250226,[Alchemist Jiji] Catarina Emblem,10141,250,-1,-1,-1,1,0,3,-1,1
250227,[Alchemist Jiji] Stone Insignia,10150,250,-1,-1,-1,1,0,3,-1,1
250228,[Alchemist Jiji] Stone Emblem,10151,250,-1,-1,-1,1,0,3,-1,1
250229,[Alchemist Jiji] Guardian Insignia,10160,250,-1,-1,-1,1,0,3,-1,1
250230,[Alchemist Jiji] Guardian Emblem,10161,250,-1,-1,-1,1,0,3,-1,1
250231,[Alchemist Jiji] Steel Insignia,10170,250,-1,-1,-1,1,0,3,-1,1
250232,[Alchemist Jiji] Steel Emblem,10171,250,-1,-1,-1,1,0,3,-1,1
250233,[Alchemist Jiji] Cathedral Knight Insignia,10180,250,-1,-1,-1,1,0,3,-1,1
250234,[Alchemist Jiji] Cathedral Knight Emblem,10181,250,-1,-1,-1,1,0,3,-1,1
250235,[Alchemist Jiji] Dragon Hunter Insignia,10190,250,-1,-1,-1,1,0,3,-1,1
250236,[Alchemist Jiji] Dragon Hunter Emblem,10191,250,-1,-1,-1,1,0,3,-1,1
250237,[Alchemist Jiji] Black Iron Insignia,10200,250,-1,-1,-1,1,0,3,-1,1
250238,[Alchemist Jiji] Black Iron Emblem,10201,250,-1,-1,-1,1,0,3,-1,1
250239,[Alchemist Jiji] Iron Dragonslayer Insignia,10210,250,-1,-1,-1,1,0,3,-1,1
250240,[Alchemist Jiji] Iron Dragonslayer Emblem,10211,250,-1,-1,-1,1,0,3,-1,1
250241,[Alchemist Jiji] Lapp Insignia,10220,250,-1,-1,-1,1,0,3,-1,1
250242,[Alchemist Jiji] Lapp Emblem,10221,250,-1,-1,-1,1,0,3,-1,1
250243,[Alchemist Jiji] Penetrator Insignia,10230,250,-1,-1,-1,1,0,3,-1,1
250244,[Alchemist Jiji] Penetrator Emblem,10231,250,-1,-1,-1,1,0,3,-1,1
250245,[Alchemist Jiji] Morne's Insignia,10240,250,-1,-1,-1,1,0,3,-1,1
250246,[Alchemist Jiji] Morne's Emblem,10241,250,-1,-1,-1,1,0,3,-1,1
250247,[Alchemist Jiji] Paladin Insignia,10250,250,-1,-1,-1,1,0,3,-1,1
250248,[Alchemist Jiji] Paladin Emblem,10251,250,-1,-1,-1,1,0,3,-1,1
250249,[Alchemist Jiji] Quicksilver Insignia,10260,250,-1,-1,-1,1,0,3,-1,1
250250,[Alchemist Jiji] Quicksilver Emblem,10261,250,-1,-1,-1,1,0,3,-1,1
250251,[Alchemist Jiji] Executioner Insignia,10270,250,-1,-1,-1,1,0,3,-1,1
250252,[Alchemist Jiji] Executioner Emblem,10271,250,-1,-1,-1,1,0,3,-1,1
250253,[Alchemist Jiji] Dragonslayer Insignia,10280,250,-1,-1,-1,1,0,3,-1,1
250254,[Alchemist Jiji] Dragonslayer Emblem,10281,250,-1,-1,-1,1,0,3,-1,1
250255,[Alchemist Jiji] Lothric Knight Insignia,10290,250,-1,-1,-1,1,0,3,-1,1
250256,[Alchemist Jiji] Lothric Knight Emblem,10291,250,-1,-1,-1,1,0,3,-1,1
250257,[Alchemist Jiji] Iron Keeper Insignia,10300,250,-1,-1,-1,1,0,3,-1,1
250258,[Alchemist Jiji] Lost Heide Insignia,10310,250,-1,-1,-1,1,0,3,-1,1
250259,[Alchemist Jiji] Harald Legion Insignia,10320,250,-1,-1,-1,1,0,3,-1,1
250260,[Alchemist Jiji] Harald Legion Emblem,10321,250,-1,-1,-1,1,0,3,-1,1
250261,[Alchemist Jiji] Exile Insignia,10330,250,-1,-1,-1,1,0,3,-1,1
250262,[Alchemist Jiji] Exile Emblem,10331,250,-1,-1,-1,1,0,3,-1,1
250263,[Alchemist Jiji] Overseer's Insignia,10340,250,-1,-1,-1,1,0,3,-1,1
250264,[Alchemist Jiji] Raime's Insignia,10350,250,-1,-1,-1,1,0,3,-1,1
250265,[Alchemist Jiji] Black Knight Insignia,10360,250,-1,-1,-1,1,0,3,-1,1
250266,[Alchemist Jiji] Black Knight Emblem,10361,250,-1,-1,-1,1,0,3,-1,1
250267,[Alchemist Jiji] Silver Knight Insignia,10370,250,-1,-1,-1,1,0,3,-1,1
250268,[Alchemist Jiji] Silver Knight Emblem,10371,250,-1,-1,-1,1,0,3,-1,1
250269,[Alchemist Jiji] Tarnished Knight Insignia,10380,250,-1,-1,-1,1,0,3,-1,1
250270,[Alchemist Jiji] Tarnished Knight Emblem,10381,250,-1,-1,-1,1,0,3,-1,1
250271,[Alchemist Jiji] Heide Knight Insignia,10390,250,-1,-1,-1,1,0,3,-1,1
250272,[Alchemist Jiji] Heide Knight Emblem,10391,250,-1,-1,-1,1,0,3,-1,1
